<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
31/10/19,00:00:00,143330.0000000,144560.0000000,141030.0000000,141470.0000000,446644
01/11/19,00:00:00,141500.0000000,145500.0000000,141460.0000000,145450.0000000,414760
05/11/19,00:00:00,145500.0000000,147060.0000000,144820.0000000,145930.0000000,338333
06/11/19,00:00:00,145920.0000000,146540.0000000,141450.0000000,145990.0000000,410548
07/11/19,00:00:00,145910.0000000,148220.0000000,145720.0000000,147880.0000000,384445
08/11/19,00:00:00,147790.0000000,147860.0000000,145150.0000000,146620.0000000,377768
11/11/19,00:00:00,146600.0000000,146600.0000000,145030.0000000,145460.0000000,271313
12/11/19,00:00:00,145550.0000000,146760.0000000,143430.0000000,143710.0000000,401313
13/11/19,00:00:00,143700.0000000,143920.0000000,142630.0000000,143390.0000000,376567
14/11/19,00:00:00,143470.0000000,144500.0000000,142100.0000000,143230.0000000,429353
15/11/19,00:00:00,143350.0000000,145450.0000000,143110.0000000,145180.0000000,361194
18/11/19,00:00:00,145210.0000000,145820.0000000,143110.0000000,144240.0000000,343322
19/11/19,00:00:00,144250.0000000,145320.0000000,143750.0000000,144390.0000000,383873
20/11/19,00:00:00,144360.0000000,144890.0000000,142710.0000000,144070.0000000,454752
21/11/19,00:00:00,144070.0000000,145590.0000000,143790.0000000,145130.0000000,359439
22/11/19,00:00:00,145100.0000000,146490.0000000,144140.0000000,144620.0000000,363202
25/11/19,00:00:00,144670.0000000,145880.0000000,144510.0000000,145080.0000000,265129
26/11/19,00:00:00,145150.0000000,145450.0000000,143100.0000000,143650.0000000,339209
27/11/19,00:00:00,143780.0000000,144640.0000000,143030.0000000,143890.0000000,282300
28/11/19,00:00:00,143770.0000000,143770.0000000,142490.0000000,143560.0000000,233958
29/11/19,00:00:00,143480.0000000,143580.0000000,142120.0000000,143090.0000000,292798
02/12/19,00:00:00,143100.0000000,144440.0000000,142070.0000000,142400.0000000,348281
03/12/19,00:00:00,142430.0000000,143120.0000000,140600.0000000,141140.0000000,408919
04/12/19,00:00:00,141190.0000000,142960.0000000,140450.0000000,142650.0000000,356351
05/12/19,00:00:00,142670.0000000,142980.0000000,141440.0000000,142850.0000000,340235
06/12/19,00:00:00,142890.0000000,144750.0000000,142470.0000000,144710.0000000,329266
09/12/19,00:00:00,144660.0000000,145340.0000000,143960.0000000,144830.0000000,288324
10/12/19,00:00:00,144650.0000000,145230.0000000,141300.0000000,144900.0000000,11523
11/12/19,00:00:00,144710.0000000,146990.0000000,144650.0000000,146990.0000000,13351
12/12/19,00:00:00,146990.0000000,149870.0000000,146960.0000000,149000.0000000,22264
13/12/19,00:00:00,149100.0000000,150690.0000000,148970.0000000,149240.0000000,26083
16/12/19,00:00:00,150100.0000000,151490.0000000,149110.0000000,151240.0000000,29879
17/12/19,00:00:00,151270.0000000,151500.0000000,150390.0000000,151180.0000000,75532
18/12/19,00:00:00,151080.0000000,151810.0000000,150150.0000000,151330.0000000,155838
19/12/19,00:00:00,151470.0000000,152500.0000000,150640.0000000,151840.0000000,357201
20/12/19,00:00:00,151890.0000000,153160.0000000,151500.0000000,153150.0000000,258982
23/12/19,00:00:00,153080.0000000,153370.0000000,151800.0000000,153130.0000000,238232
24/12/19,00:00:00,153130.0000000,153990.0000000,153090.0000000,153790.0000000,185402
25/12/19,00:00:00,153910.0000000,154670.0000000,153570.0000000,153840.0000000,121648
26/12/19,00:00:00,153890.0000000,154630.0000000,153200.0000000,153730.0000000,181274
27/12/19,00:00:00,153760.0000000,155470.0000000,153750.0000000,154980.0000000,205896
30/12/19,00:00:00,155050.0000000,156030.0000000,154570.0000000,154630.0000000,168747
03/01/20,00:00:00,154670.0000000,156840.0000000,154670.0000000,155440.0000000,249113
06/01/20,00:00:00,155480.0000000,157460.0000000,154840.0000000,157110.0000000,200173
08/01/20,00:00:00,157000.0000000,160260.0000000,156400.0000000,159830.0000000,324481
09/01/20,00:00:00,159720.0000000,161140.0000000,159360.0000000,160210.0000000,308778
10/01/20,00:00:00,160210.0000000,161740.0000000,159550.0000000,161240.0000000,302995
13/01/20,00:00:00,161300.0000000,162960.0000000,160980.0000000,162850.0000000,325423
14/01/20,00:00:00,162880.0000000,162980.0000000,159930.0000000,160330.0000000,394919
15/01/20,00:00:00,160310.0000000,162070.0000000,159010.0000000,161150.0000000,579694
16/01/20,00:00:00,161260.0000000,162300.0000000,161110.0000000,162000.0000000,334546
17/01/20,00:00:00,162000.0000000,164690.0000000,161800.0000000,164100.0000000,401509
20/01/20,00:00:00,164100.0000000,165450.0000000,164100.0000000,165220.0000000,277009
21/01/20,00:00:00,165220.0000000,165220.0000000,162400.0000000,163470.0000000,454631
22/01/20,00:00:00,163500.0000000,164680.0000000,161160.0000000,161900.0000000,436994
23/01/20,00:00:00,161890.0000000,161890.0000000,159220.0000000,160650.0000000,518996
24/01/20,00:00:00,160650.0000000,161830.0000000,159140.0000000,159870.0000000,459588
27/01/20,00:00:00,159740.0000000,159740.0000000,153930.0000000,154760.0000000,652064
28/01/20,00:00:00,154840.0000000,157750.0000000,153310.0000000,157600.0000000,668447
29/01/20,00:00:00,157640.0000000,158650.0000000,156420.0000000,157800.0000000,505854
30/01/20,00:00:00,157720.0000000,157720.0000000,154030.0000000,155550.0000000,610610
31/01/20,00:00:00,155590.0000000,157920.0000000,151400.0000000,151580.0000000,657466
03/02/20,00:00:00,151600.0000000,153490.0000000,151030.0000000,152090.0000000,597848
04/02/20,00:00:00,152100.0000000,155920.0000000,152100.0000000,154630.0000000,464665
05/02/20,00:00:00,154830.0000000,158330.0000000,153890.0000000,156710.0000000,688934
06/02/20,00:00:00,156790.0000000,158250.0000000,153490.0000000,154610.0000000,558608
07/02/20,00:00:00,154630.0000000,155000.0000000,150660.0000000,151640.0000000,599394
10/02/20,00:00:00,151650.0000000,153290.0000000,149560.0000000,150900.0000000,580346
11/02/20,00:00:00,150990.0000000,157390.0000000,150990.0000000,153850.0000000,568779
12/02/20,00:00:00,153880.0000000,156260.0000000,153880.0000000,156220.0000000,421084
13/02/20,00:00:00,156080.0000000,156080.0000000,153060.0000000,154180.0000000,499417
14/02/20,00:00:00,154100.0000000,155130.0000000,152830.0000000,153380.0000000,429432
17/02/20,00:00:00,153540.0000000,154930.0000000,153540.0000000,154710.0000000,264203
18/02/20,00:00:00,154700.0000000,154700.0000000,151000.0000000,152190.0000000,504312
19/02/20,00:00:00,152240.0000000,154900.0000000,152240.0000000,154590.0000000,396143
20/02/20,00:00:00,154520.0000000,155390.0000000,152270.0000000,153150.0000000,493192
21/02/20,00:00:00,153100.0000000,153840.0000000,151510.0000000,153200.0000000,447786
25/02/20,00:00:00,153150.0000000,153150.0000000,142910.0000000,143600.0000000,796607
26/02/20,00:00:00,143600.0000000,146830.0000000,141880.0000000,143780.0000000,977554
27/02/20,00:00:00,143740.0000000,144590.0000000,138220.0000000,139450.0000000,1045148
28/02/20,00:00:00,139410.0000000,139410.0000000,127940.0000000,131330.0000000,1168796
02/03/20,00:00:00,131440.0000000,136830.0000000,127300.0000000,133490.0000000,1088731
03/03/20,00:00:00,133480.0000000,136260.0000000,129360.0000000,131030.0000000,1059650
04/03/20,00:00:00,131160.0000000,136330.0000000,131160.0000000,135630.0000000,785603
05/03/20,00:00:00,135730.0000000,136380.0000000,128450.0000000,128640.0000000,801472
06/03/20,00:00:00,128640.0000000,130110.0000000,123500.0000000,125430.0000000,1029957
10/03/20,00:00:00,123220.0000000,123800.0000000,107000.0000000,112500.0000000,26388
11/03/20,00:00:00,111960.0000000,112000.0000000,103400.0000000,104420.0000000,30982
12/03/20,00:00:00,104000.0000000,104000.0000000,90340.0000000,90710.0000000,55811
13/03/20,00:00:00,91000.0000000,106000.0000000,91000.0000000,104280.0000000,53667
16/03/20,00:00:00,104000.0000000,104000.0000000,88650.0000000,88650.0000000,83659
17/03/20,00:00:00,89210.0000000,96500.0000000,88460.0000000,93010.0000000,151788
18/03/20,00:00:00,93010.0000000,93010.0000000,76440.0000000,80660.0000000,475160
19/03/20,00:00:00,80870.0000000,90220.0000000,77300.0000000,88480.0000000,1007480
20/03/20,00:00:00,88480.0000000,95520.0000000,86000.0000000,86580.0000000,1039138
23/03/20,00:00:00,86260.0000000,89880.0000000,80800.0000000,89370.0000000,1034642
24/03/20,00:00:00,89500.0000000,96890.0000000,89500.0000000,96170.0000000,778903
25/03/20,00:00:00,96270.0000000,100470.0000000,91630.0000000,97960.0000000,1176839
26/03/20,00:00:00,97960.0000000,100280.0000000,93370.0000000,99880.0000000,878236
27/03/20,00:00:00,99710.0000000,99990.0000000,91940.0000000,93740.0000000,771320
30/03/20,00:00:00,93700.0000000,95260.0000000,88900.0000000,95160.0000000,757661
