<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,Close,<VOL>
09/01/19,00:00:00,19.517.0000000,20.100.0000000,19.513.0000000,19.970.0000000,452.151
10/01/19,00:00:00,19.970.0000000,20.090.0000000,19.805.0000000,20.074.0000000,411.864
11/01/19,00:00:00,20.061.0000000,20.200.0000000,19.755.0000000,19.831.0000000,485.009
14/01/19,00:00:00,19.832.0000000,20.080.0000000,19.672.0000000,19.965.0000000,382.585
15/01/19,00:00:00,19.987.0000000,20.165.0000000,19.871.0000000,20.110.0000000,558.222
16/01/19,00:00:00,20.111.0000000,20.608.0000000,20.080.0000000,20.558.0000000,465.794
17/01/19,00:00:00,20.551.0000000,20.744.0000000,20.379.0000000,20.654.0000000,459.850
18/01/19,00:00:00,20.675.0000000,21.245.0000000,20.651.0000000,21.161.0000000,467.902
21/01/19,00:00:00,21.169.0000000,21.298.0000000,20.911.0000000,20.945.0000000,420.092
22/01/19,00:00:00,20.942.0000000,21.149.0000000,20.824.0000000,20.966.0000000,497.335
23/01/19,00:00:00,20.967.0000000,21.478.0000000,20.967.0000000,21.210.0000000,593.207
24/01/19,00:00:00,21.225.0000000,21.605.0000000,21.101.0000000,21.502.0000000,569.819
25/01/19,00:00:00,21.510.0000000,21.666.0000000,21.256.0000000,21.302.0000000,520.285
28/01/19,00:00:00,21.316.0000000,21.575.0000000,20.988.0000000,21.243.0000000,489.218
29/01/19,00:00:00,21.231.0000000,21.700.0000000,20.920.0000000,21.561.0000000,592.637
30/01/19,00:00:00,21.589.0000000,21.807.0000000,21.453.0000000,21.750.0000000,549.590
31/01/19,00:00:00,21.760.0000000,22.049.0000000,21.695.0000000,22.000.0000000,543.310
01/02/19,00:00:00,22.000.0000000,22.097.0000000,21.713.0000000,21.875.0000000,545.923
04/02/19,00:00:00,21.852.0000000,21.933.0000000,21.653.0000000,21.756.0000000,360.234
05/02/19,00:00:00,21.765.0000000,22.082.0000000,21.667.0000000,21.999.0000000,422.514
06/02/19,00:00:00,22.003.0000000,22.027.0000000,21.739.0000000,21.838.0000000,441.916
07/02/19,00:00:00,21.837.0000000,21.865.0000000,21.111.0000000,21.180.0000000,562.508
08/02/19,00:00:00,21.171.0000000,21.385.0000000,21.066.0000000,21.213.0000000,462.141
11/02/19,00:00:00,21.222.0000000,21.670.0000000,21.222.0000000,21.585.0000000,462.872
12/02/19,00:00:00,21.600.0000000,22.205.0000000,21.600.0000000,22.013.0000000,496.053
13/02/19,00:00:00,22.036.0000000,22.248.0000000,21.186.0000000,21.205.0000000,697.615
14/02/19,00:00:00,21.200.0000000,21.200.0000000,20.335.0000000,20.800.0000000,906.182
15/02/19,00:00:00,20.791.0000000,21.070.0000000,20.752.0000000,21.000.0000000,551.218
18/02/19,00:00:00,21.010.0000000,21.140.0000000,20.401.0000000,20.472.0000000,598.775
19/02/19,00:00:00,20.480.0000000,20.716.0000000,20.236.0000000,20.602.0000000,586.465
20/02/19,00:00:00,20.602.0000000,20.989.0000000,20.466.0000000,20.878.0000000,610.273
21/02/19,00:00:00,20.880.0000000,20.926.0000000,20.347.0000000,20.490.0000000,631.964
22/02/19,00:00:00,20.495.0000000,20.738.0000000,20.427.0000000,20.539.0000000,443.189
25/02/19,00:00:00,20.554.0000000,20.977.0000000,20.502.0000000,20.590.0000000,607.183
26/02/19,00:00:00,20.584.0000000,20.810.0000000,20.383.0000000,20.770.0000000,476.482
27/02/19,00:00:00,20.768.0000000,20.799.0000000,20.487.0000000,20.652.0000000,459.171
28/02/19,00:00:00,20.651.0000000,20.988.0000000,20.500.0000000,20.830.0000000,581.495
01/03/19,00:00:00,20.840.0000000,21.002.0000000,20.508.0000000,20.578.0000000,464.058
04/03/19,00:00:00,20.600.0000000,20.828.0000000,20.361.0000000,20.492.0000000,437.083
05/03/19,00:00:00,20.499.0000000,20.566.0000000,20.291.0000000,20.454.0000000,465.948
06/03/19,00:00:00,20.450.0000000,20.677.0000000,20.323.0000000,20.598.0000000,482.453
07/03/19,00:00:00,20.593.0000000,20.723.0000000,20.359.0000000,20.431.0000000,480.152
11/03/19,00:00:00,19.770.0000000,20.051.0000000,19.653.0000000,20.050.0000000,12.307
12/03/19,00:00:00,20.032.0000000,20.060.0000000,19.778.0000000,19.848.0000000,10.756
13/03/19,00:00:00,19.833.0000000,20.045.0000000,19.791.0000000,19.955.0000000,13.185
14/03/19,00:00:00,19.941.0000000,20.005.0000000,19.715.0000000,19.801.0000000,30.778
15/03/19,00:00:00,19.817.0000000,19.850.0000000,19.710.0000000,19.760.0000000,19.170
18/03/19,00:00:00,19.769.0000000,20.025.0000000,19.744.0000000,20.000.0000000,63.751
19/03/19,00:00:00,19.982.0000000,20.118.0000000,19.761.0000000,19.865.0000000,148.416
20/03/19,00:00:00,19.860.0000000,20.293.0000000,19.750.0000000,20.161.0000000,231.754
21/03/19,00:00:00,20.174.0000000,20.343.0000000,20.020.0000000,20.131.0000000,377.930
22/03/19,00:00:00,20.136.0000000,20.178.0000000,19.672.0000000,19.764.0000000,447.964
25/03/19,00:00:00,19.747.0000000,20.542.0000000,19.600.0000000,20.476.0000000,762.564
26/03/19,00:00:00,20.484.0000000,20.852.0000000,20.320.0000000,20.780.0000000,627.857
27/03/19,00:00:00,20.787.0000000,20.916.0000000,20.370.0000000,20.412.0000000,595.847
28/03/19,00:00:00,20.397.0000000,20.569.0000000,20.337.0000000,20.529.0000000,425.979
29/03/19,00:00:00,20.529.0000000,20.884.0000000,20.233.0000000,20.375.0000000,642.424
01/04/19,00:00:00,20.375.0000000,20.988.0000000,20.375.0000000,20.955.0000000,452.112
02/04/19,00:00:00,20.943.0000000,20.975.0000000,20.659.0000000,20.918.0000000,439.333
03/04/19,00:00:00,20.919.0000000,21.416.0000000,20.705.0000000,20.778.0000000,705.950
04/04/19,00:00:00,20.790.0000000,21.228.0000000,20.746.0000000,21.198.0000000,448.008
05/04/19,00:00:00,21.198.0000000,21.733.0000000,21.173.0000000,21.720.0000000,508.623
08/04/19,00:00:00,21.720.0000000,22.255.0000000,21.707.0000000,22.246.0000000,492.053
09/04/19,00:00:00,22.256.0000000,22.799.0000000,22.133.0000000,22.693.0000000,719.171
10/04/19,00:00:00,22.695.0000000,23.459.0000000,22.695.0000000,23.360.0000000,911.091
11/04/19,00:00:00,23.379.0000000,23.620.0000000,22.656.0000000,22.826.0000000,1.025.206
12/04/19,00:00:00,22.840.0000000,23.237.0000000,22.624.0000000,22.933.0000000,794.640
15/04/19,00:00:00,22.942.0000000,23.200.0000000,22.654.0000000,22.862.0000000,633.929
16/04/19,00:00:00,22.880.0000000,22.944.0000000,22.181.0000000,22.420.0000000,848.503
17/04/19,00:00:00,22.428.0000000,22.561.0000000,22.158.0000000,22.356.0000000,643.850
18/04/19,00:00:00,22.356.0000000,22.356.0000000,22.023.0000000,22.321.0000000,688.537
19/04/19,00:00:00,22.318.0000000,22.319.0000000,22.130.0000000,22.244.0000000,181.894
22/04/19,00:00:00,22.251.0000000,22.568.0000000,22.227.0000000,22.426.0000000,590.339
23/04/19,00:00:00,22.440.0000000,22.704.0000000,22.303.0000000,22.430.0000000,679.762
24/04/19,00:00:00,22.426.0000000,22.559.0000000,22.312.0000000,22.466.0000000,462.698
25/04/19,00:00:00,22.478.0000000,22.519.0000000,21.640.0000000,21.657.0000000,858.319
26/04/19,00:00:00,21.657.0000000,21.657.0000000,21.105.0000000,21.238.0000000,722.321
29/04/19,00:00:00,21.242.0000000,21.818.0000000,21.196.0000000,21.768.0000000,655.302
30/04/19,00:00:00,21.768.0000000,21.789.0000000,21.251.0000000,21.545.0000000,782.486
02/05/19,00:00:00,21.538.0000000,21.939.0000000,21.450.0000000,21.908.0000000,431.376
03/05/19,00:00:00,21.893.0000000,22.262.0000000,21.694.0000000,22.149.0000000,589.925
06/05/19,00:00:00,22.121.0000000,22.197.0000000,21.552.0000000,22.150.0000000,591.602
07/05/19,00:00:00,22.132.0000000,22.270.0000000,21.804.0000000,21.885.0000000,505.007
08/05/19,00:00:00,21.897.0000000,22.058.0000000,21.751.0000000,21.823.0000000,474.087
10/05/19,00:00:00,21.822.0000000,21.822.0000000,21.422.0000000,21.590.0000000,525.229
13/05/19,00:00:00,21.583.0000000,21.650.0000000,21.189.0000000,21.292.0000000,667.034
14/05/19,00:00:00,21.319.0000000,21.841.0000000,21.260.0000000,21.671.0000000,702.054
15/05/19,00:00:00,21.671.0000000,21.877.0000000,21.210.0000000,21.702.0000000,666.246
16/05/19,00:00:00,21.701.0000000,21.920.0000000,21.522.0000000,21.558.0000000,484.525
17/05/19,00:00:00,21.558.0000000,21.584.0000000,21.335.0000000,21.423.0000000,363.877
20/05/19,00:00:00,21.450.0000000,21.678.0000000,21.240.0000000,21.368.0000000,456.713
21/05/19,00:00:00,21.383.0000000,22.155.0000000,21.342.0000000,22.116.0000000,566.496
22/05/19,00:00:00,22.110.0000000,22.487.0000000,21.811.0000000,22.279.0000000,608.493
23/05/19,00:00:00,22.243.0000000,22.274.0000000,21.564.0000000,21.790.0000000,657.023
24/05/19,00:00:00,21.790.0000000,22.376.0000000,21.790.0000000,22.208.0000000,660.619
27/05/19,00:00:00,22.236.0000000,22.447.0000000,22.082.0000000,22.296.0000000,377.430
28/05/19,00:00:00,22.288.0000000,22.474.0000000,21.767.0000000,21.979.0000000,624.627
29/05/19,00:00:00,21.955.0000000,22.147.0000000,21.729.0000000,22.091.0000000,557.341
30/05/19,00:00:00,22.100.0000000,22.222.0000000,21.831.0000000,21.890.0000000,426.927
31/05/19,00:00:00,21.885.0000000,22.109.0000000,21.600.0000000,21.815.0000000,514.310
03/06/19,00:00:00,21.849.0000000,22.850.0000000,21.733.0000000,22.547.0000000,735.797
04/06/19,00:00:00,22.550.0000000,22.709.0000000,22.103.0000000,22.306.0000000,602.213
05/06/19,00:00:00,22.290.0000000,22.719.0000000,22.185.0000000,22.518.0000000,534.121
06/06/19,00:00:00,22.525.0000000,23.290.0000000,22.525.0000000,23.260.0000000,620.713
07/06/19,00:00:00,23.260.0000000,23.637.0000000,23.260.0000000,23.567.0000000,548.323
10/06/19,00:00:00,24.040.0000000,24.164.0000000,23.634.0000000,23.980.0000000,11.951
11/06/19,00:00:00,23.985.0000000,24.406.0000000,23.985.0000000,23.994.0000000,18.648
13/06/19,00:00:00,23.994.0000000,24.694.0000000,23.750.0000000,24.626.0000000,22.898
14/06/19,00:00:00,24.626.0000000,24.875.0000000,24.201.0000000,24.333.0000000,25.517
17/06/19,00:00:00,24.384.0000000,24.573.0000000,24.168.0000000,24.231.0000000,23.728
18/06/19,00:00:00,24.207.0000000,24.720.0000000,24.109.0000000,24.665.0000000,70.279
19/06/19,00:00:00,24.690.0000000,24.750.0000000,24.341.0000000,24.525.0000000,118.486
20/06/19,00:00:00,24.545.0000000,24.988.0000000,24.545.0000000,24.771.0000000,445.868
21/06/19,00:00:00,24.765.0000000,24.803.0000000,24.206.0000000,24.371.0000000,511.751
24/06/19,00:00:00,24.372.0000000,24.547.0000000,24.300.0000000,24.369.0000000,332.923
25/06/19,00:00:00,24.365.0000000,24.375.0000000,23.862.0000000,24.122.0000000,440.835
26/06/19,00:00:00,24.122.0000000,24.600.0000000,24.032.0000000,24.407.0000000,494.346
27/06/19,00:00:00,24.411.0000000,24.687.0000000,24.254.0000000,24.484.0000000,505.702
28/06/19,00:00:00,24.484.0000000,24.564.0000000,24.074.0000000,24.282.0000000,403.053
01/07/19,00:00:00,24.299.0000000,24.832.0000000,24.299.0000000,24.670.0000000,454.182
02/07/19,00:00:00,24.654.0000000,24.694.0000000,24.380.0000000,24.570.0000000,332.909
03/07/19,00:00:00,24.545.0000000,24.802.0000000,24.432.0000000,24.635.0000000,324.957
04/07/19,00:00:00,24.602.0000000,24.758.0000000,24.486.0000000,24.750.0000000,260.674
05/07/19,00:00:00,24.725.0000000,24.836.0000000,24.551.0000000,24.787.0000000,300.516
08/07/19,00:00:00,24.783.0000000,24.783.0000000,24.456.0000000,24.686.0000000,343.808
09/07/19,00:00:00,24.659.0000000,24.776.0000000,24.563.0000000,24.680.0000000,282.871
10/07/19,00:00:00,24.680.0000000,24.955.0000000,24.581.0000000,24.789.0000000,436.911
11/07/19,00:00:00,24.813.0000000,24.875.0000000,24.376.0000000,24.580.0000000,391.238
12/07/19,00:00:00,24.553.0000000,24.553.0000000,23.990.0000000,24.130.0000000,444.102
15/07/19,00:00:00,24.156.0000000,24.216.0000000,23.610.0000000,23.793.0000000,473.112
16/07/19,00:00:00,23.786.0000000,23.877.0000000,23.566.0000000,23.789.0000000,405.522
17/07/19,00:00:00,23.761.0000000,24.148.0000000,23.682.0000000,23.866.0000000,387.930
18/07/19,00:00:00,23.827.0000000,24.008.0000000,23.680.0000000,24.005.0000000,336.961
19/07/19,00:00:00,23.985.0000000,24.120.0000000,23.543.0000000,23.565.0000000,368.238
22/07/19,00:00:00,23.580.0000000,23.711.0000000,23.171.0000000,23.435.0000000,467.019
23/07/19,00:00:00,23.400.0000000,23.779.0000000,23.150.0000000,23.751.0000000,403.912
24/07/19,00:00:00,23.743.0000000,23.743.0000000,23.284.0000000,23.408.0000000,391.748
25/07/19,00:00:00,23.401.0000000,23.761.0000000,23.188.0000000,23.475.0000000,335.033
26/07/19,00:00:00,23.499.0000000,23.681.0000000,23.291.0000000,23.432.0000000,275.689
29/07/19,00:00:00,23.431.0000000,23.653.0000000,23.333.0000000,23.641.0000000,250.673
30/07/19,00:00:00,23.627.0000000,23.870.0000000,23.373.0000000,23.849.0000000,350.732
31/07/19,00:00:00,23.858.0000000,24.030.0000000,23.300.0000000,23.445.0000000,411.524
01/08/19,00:00:00,23.440.0000000,23.505.0000000,22.608.0000000,22.690.0000000,478.063
02/08/19,00:00:00,22.693.0000000,22.919.0000000,22.256.0000000,22.420.0000000,548.676
05/08/19,00:00:00,22.415.0000000,22.637.0000000,22.183.0000000,22.436.0000000,471.853
06/08/19,00:00:00,22.444.0000000,22.947.0000000,22.444.0000000,22.834.0000000,410.840
07/08/19,00:00:00,22.804.0000000,22.979.0000000,22.394.0000000,22.596.0000000,497.213
08/08/19,00:00:00,22.622.0000000,22.788.0000000,22.516.0000000,22.663.0000000,276.578
09/08/19,00:00:00,22.645.0000000,22.645.0000000,22.283.0000000,22.372.0000000,366.886
12/08/19,00:00:00,22.372.0000000,22.505.0000000,22.164.0000000,22.426.0000000,347.794
13/08/19,00:00:00,22.402.0000000,22.765.0000000,22.185.0000000,22.606.0000000,455.505
14/08/19,00:00:00,22.600.0000000,22.633.0000000,21.790.0000000,21.914.0000000,467.668
15/08/19,00:00:00,21.940.0000000,22.039.0000000,21.456.0000000,21.633.0000000,525.560
16/08/19,00:00:00,21.652.0000000,21.827.0000000,21.548.0000000,21.713.0000000,340.324
19/08/19,00:00:00,21.722.0000000,21.976.0000000,21.568.0000000,21.939.0000000,387.406
20/08/19,00:00:00,21.932.0000000,22.084.0000000,21.705.0000000,21.707.0000000,373.497
21/08/19,00:00:00,21.735.0000000,22.099.0000000,21.725.0000000,22.020.0000000,373.006
22/08/19,00:00:00,22.014.0000000,22.183.0000000,21.877.0000000,22.102.0000000,411.824
23/08/19,00:00:00,22.117.0000000,22.445.0000000,21.800.0000000,21.901.0000000,511.591
26/08/19,00:00:00,21.881.0000000,22.090.0000000,21.780.0000000,21.975.0000000,317.139
27/08/19,00:00:00,21.978.0000000,22.022.0000000,21.683.0000000,21.943.0000000,349.451
28/08/19,00:00:00,21.952.0000000,22.053.0000000,21.828.0000000,22.000.0000000,302.498
29/08/19,00:00:00,21.983.0000000,22.285.0000000,21.916.0000000,22.269.0000000,327.163
30/08/19,00:00:00,22.269.0000000,22.617.0000000,22.215.0000000,22.514.0000000,351.499
02/09/19,00:00:00,22.501.0000000,22.877.0000000,22.433.0000000,22.652.0000000,410.621
03/09/19,00:00:00,22.668.0000000,22.712.0000000,22.291.0000000,22.539.0000000,410.008
04/09/19,00:00:00,22.546.0000000,23.137.0000000,22.546.0000000,23.089.0000000,440.259
05/09/19,00:00:00,23.075.0000000,23.172.0000000,22.910.0000000,23.076.0000000,396.742
06/09/19,00:00:00,23.078.0000000,23.198.0000000,22.855.0000000,22.913.0000000,396.026
09/09/19,00:00:00,22.936.0000000,23.147.0000000,22.816.0000000,22.915.0000000,304.993
10/09/19,00:00:00,23.310.0000000,23.960.0000000,23.164.0000000,23.652.0000000,13.587
11/09/19,00:00:00,23.725.0000000,24.030.0000000,23.625.0000000,23.851.0000000,12.962
12/09/19,00:00:00,23.898.0000000,23.964.0000000,23.714.0000000,23.836.0000000,9.073
13/09/19,00:00:00,23.859.0000000,23.923.0000000,23.625.0000000,23.768.0000000,17.934
16/09/19,00:00:00,23.810.0000000,24.198.0000000,23.740.0000000,23.910.0000000,26.607
17/09/19,00:00:00,23.930.0000000,24.156.0000000,23.846.0000000,23.986.0000000,70.028
18/09/19,00:00:00,23.989.0000000,24.086.0000000,23.720.0000000,23.949.0000000,128.447
19/09/19,00:00:00,23.942.0000000,23.997.0000000,23.734.0000000,23.897.0000000,300.494
20/09/19,00:00:00,23.897.0000000,23.953.0000000,23.486.0000000,23.547.0000000,320.784
23/09/19,00:00:00,23.570.0000000,23.629.0000000,23.312.0000000,23.331.0000000,208.527
24/09/19,00:00:00,23.390.0000000,23.623.0000000,22.950.0000000,23.080.0000000,434.631
25/09/19,00:00:00,23.076.0000000,23.289.0000000,22.930.0000000,23.275.0000000,330.960
26/09/19,00:00:00,23.266.0000000,23.485.0000000,23.167.0000000,23.358.0000000,340.136
27/09/19,00:00:00,23.333.0000000,23.383.0000000,23.051.0000000,23.170.0000000,228.214
30/09/19,00:00:00,23.170.0000000,23.278.0000000,22.972.0000000,23.122.0000000,284.935
01/10/19,00:00:00,23.132.0000000,23.337.0000000,22.837.0000000,22.934.0000000,294.998
02/10/19,00:00:00,22.940.0000000,23.019.0000000,22.651.0000000,22.727.0000000,353.978
03/10/19,00:00:00,22.717.0000000,22.951.0000000,22.600.0000000,22.935.0000000,455.500
04/10/19,00:00:00,22.935.0000000,22.958.0000000,22.530.0000000,22.699.0000000,367.162
07/10/19,00:00:00,22.690.0000000,23.125.0000000,22.572.0000000,23.032.0000000,361.212
08/10/19,00:00:00,23.060.0000000,23.147.0000000,22.836.0000000,22.952.0000000,331.256
09/10/19,00:00:00,22.950.0000000,23.240.0000000,22.904.0000000,23.054.0000000,302.132
10/10/19,00:00:00,23.054.0000000,23.219.0000000,22.871.0000000,23.177.0000000,316.507
11/10/19,00:00:00,23.180.0000000,23.441.0000000,23.180.0000000,23.274.0000000,329.515
14/10/19,00:00:00,23.274.0000000,23.376.0000000,23.050.0000000,23.084.0000000,309.111
15/10/19,00:00:00,23.100.0000000,23.293.0000000,22.987.0000000,23.245.0000000,301.323
16/10/19,00:00:00,23.230.0000000,23.439.0000000,23.204.0000000,23.397.0000000,271.294
17/10/19,00:00:00,23.374.0000000,23.649.0000000,23.330.0000000,23.592.0000000,357.982
18/10/19,00:00:00,23.598.0000000,23.879.0000000,23.544.0000000,23.842.0000000,311.956
21/10/19,00:00:00,23.850.0000000,23.960.0000000,23.666.0000000,23.780.0000000,269.827
22/10/19,00:00:00,23.778.0000000,24.288.0000000,23.764.0000000,24.139.0000000,325.578
23/10/19,00:00:00,24.139.0000000,24.282.0000000,24.032.0000000,24.223.0000000,316.143
24/10/19,00:00:00,24.233.0000000,24.515.0000000,24.147.0000000,24.465.0000000,376.263
25/10/19,00:00:00,24.488.0000000,24.520.0000000,24.022.0000000,24.299.0000000,392.866
28/10/19,00:00:00,24.291.0000000,24.474.0000000,23.746.0000000,23.927.0000000,380.145
29/10/19,00:00:00,23.930.0000000,24.287.0000000,23.830.0000000,24.255.0000000,347.123
30/10/19,00:00:00,24.230.0000000,24.455.0000000,24.014.0000000,24.221.0000000,418.073
31/10/19,00:00:00,24.240.0000000,24.414.0000000,23.589.0000000,23.716.0000000,452.786
01/11/19,00:00:00,23.713.0000000,23.995.0000000,23.484.0000000,23.975.0000000,401.206
05/11/19,00:00:00,23.995.0000000,24.298.0000000,23.870.0000000,24.109.0000000,320.527
06/11/19,00:00:00,24.099.0000000,24.099.0000000,23.565.0000000,23.912.0000000,334.792
07/11/19,00:00:00,23.926.0000000,24.492.0000000,23.926.0000000,24.276.0000000,383.921
08/11/19,00:00:00,24.282.0000000,24.353.0000000,24.052.0000000,24.205.0000000,279.794
11/11/19,00:00:00,24.205.0000000,24.423.0000000,24.018.0000000,24.308.0000000,292.980
12/11/19,00:00:00,24.337.0000000,24.556.0000000,23.944.0000000,24.035.0000000,375.674
13/11/19,00:00:00,24.043.0000000,24.130.0000000,23.750.0000000,23.984.0000000,340.506
14/11/19,00:00:00,23.982.0000000,24.078.0000000,23.738.0000000,23.881.0000000,295.053
15/11/19,00:00:00,23.889.0000000,24.253.0000000,23.795.0000000,24.238.0000000,291.664
18/11/19,00:00:00,24.237.0000000,24.275.0000000,23.780.0000000,23.902.0000000,284.654
19/11/19,00:00:00,23.914.0000000,24.133.0000000,23.860.0000000,24.017.0000000,271.051
20/11/19,00:00:00,23.995.0000000,24.166.0000000,23.800.0000000,23.844.0000000,276.153
21/11/19,00:00:00,23.844.0000000,23.930.0000000,23.702.0000000,23.852.0000000,268.387
22/11/19,00:00:00,23.852.0000000,24.142.0000000,23.795.0000000,23.872.0000000,269.154
25/11/19,00:00:00,23.897.0000000,24.101.0000000,23.836.0000000,23.912.0000000,188.397
26/11/19,00:00:00,23.906.0000000,23.920.0000000,23.550.0000000,23.655.0000000,281.690
27/11/19,00:00:00,23.663.0000000,23.763.0000000,23.458.0000000,23.606.0000000,230.987
28/11/19,00:00:00,23.605.0000000,23.690.0000000,23.405.0000000,23.679.0000000,220.994
29/11/19,00:00:00,23.655.0000000,23.655.0000000,23.291.0000000,23.487.0000000,258.962
02/12/19,00:00:00,23.487.0000000,23.735.0000000,23.305.0000000,23.360.0000000,289.838
03/12/19,00:00:00,23.375.0000000,23.487.0000000,23.027.0000000,23.154.0000000,277.122
04/12/19,00:00:00,23.170.0000000,23.310.0000000,23.037.0000000,23.264.0000000,230.625
05/12/19,00:00:00,23.264.0000000,23.317.0000000,22.970.0000000,23.275.0000000,245.608
06/12/19,00:00:00,23.295.0000000,23.640.0000000,23.238.0000000,23.638.0000000,250.052
09/12/19,00:00:00,23.636.0000000,23.817.0000000,23.488.0000000,23.651.0000000,250.375
