<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,Close,<VOL>
16/02/15,00:00:00,7.110.0000000,7.257.0000000,7.011.0000000,7.055.0000000,885.952
17/02/15,00:00:00,7.058.0000000,7.443.0000000,7.032.0000000,7.351.0000000,1.290.361
18/02/15,00:00:00,7.364.0000000,7.772.0000000,7.347.0000000,7.756.0000000,1.258.213
19/02/15,00:00:00,7.726.0000000,7.755.0000000,7.333.0000000,7.514.0000000,1.330.529
20/02/15,00:00:00,7.515.0000000,7.611.0000000,7.411.0000000,7.567.0000000,922.112
24/02/15,00:00:00,7.550.0000000,8.134.0000000,7.201.0000000,7.410.0000000,871.774
25/02/15,00:00:00,7.415.0000000,7.579.0000000,7.333.0000000,7.542.0000000,786.694
26/02/15,00:00:00,7.556.0000000,7.707.0000000,7.513.0000000,7.560.0000000,883.731
27/02/15,00:00:00,7.565.0000000,7.726.0000000,7.565.0000000,7.692.0000000,818.563
02/03/15,00:00:00,7.690.0000000,7.790.0000000,7.586.0000000,7.617.0000000,728.033
03/03/15,00:00:00,7.624.0000000,7.744.0000000,7.522.0000000,7.588.0000000,940.801
04/03/15,00:00:00,7.587.0000000,7.610.0000000,7.270.0000000,7.322.0000000,790.277
05/03/15,00:00:00,7.333.0000000,7.450.0000000,7.214.0000000,7.310.0000000,1.124.637
06/03/15,00:00:00,7.318.0000000,7.435.0000000,7.281.0000000,7.302.0000000,829.438
10/03/15,00:00:00,7.380.0000000,7.380.0000000,6.925.0000000,6.991.0000000,37.949
11/03/15,00:00:00,6.992.0000000,7.184.0000000,6.927.0000000,7.157.0000000,49.893
12/03/15,00:00:00,7.158.0000000,7.209.0000000,7.041.0000000,7.118.0000000,84.775
13/03/15,00:00:00,7.120.0000000,7.235.0000000,6.778.0000000,6.815.0000000,300.279
16/03/15,00:00:00,6.818.0000000,6.858.0000000,6.634.0000000,6.732.0000000,682.920
17/03/15,00:00:00,6.733.0000000,6.750.0000000,6.524.0000000,6.663.0000000,914.339
18/03/15,00:00:00,6.664.0000000,6.777.0000000,6.600.0000000,6.759.0000000,976.664
19/03/15,00:00:00,6.755.0000000,6.800.0000000,6.575.0000000,6.628.0000000,789.976
20/03/15,00:00:00,6.632.0000000,6.844.0000000,6.578.0000000,6.776.0000000,1.060.637
23/03/15,00:00:00,6.777.0000000,6.814.0000000,6.525.0000000,6.538.0000000,1.093.096
